Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-110330,"Recognition and association of DNA glycosylase with site containing an affected purine",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,3,10,7.557436517533253E-4,9606,Homo sapiens,"P29372","P29372","R-HSA-110240;R-HSA-110239;R-HSA-110238"
R-HSA-180746,"Nuclear import of Rev protein",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,2,7,5.290205562273277E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-180710;R-HSA-180732"
R-HSA-9607240,"FLT3 Signaling",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,4,43,0.0032496977025392986,9606,Homo sapiens,"P27986","P27986","R-HSA-9706340;R-HSA-9698170;R-HSA-9607224;R-HSA-9706345"
R-HSA-6782210,"Gap-filling DNA repair synthesis and ligation in TC-NER",2,64,0.005695470321260123,0.9305987556044679,0.9305987556044679,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P62877;P12004","P62877;P12004","R-HSA-6782227;R-HSA-6782208"
R-HSA-2559583,"Cellular Senescence",7,166,0.014772626145768443,0.9322226030366154,0.9322226030366154,30,89,0.006726118500604595,9606,Homo sapiens,"P05412;Q00987;P19838;P28482;P04637;P51812;P06400","P05412;Q00987;P19838;P28482;P04637;P51812;P06400","R-HSA-3790137;R-HSA-3857328;R-HSA-168136;R-HSA-3857329;R-HSA-3790130;R-HSA-450325;R-HSA-3239014;R-HSA-198746;R-HSA-6804998;R-HSA-4568740;R-HSA-3857305;R-HSA-6804996;R-HSA-3222546;R-HSA-4568737;R-HSA-3209109;R-HSA-3857308;R-HSA-6804879;R-HSA-3209177;R-HSA-3797202;R-HSA-3786258;R-HSA-4647594;R-HSA-3132737;R-HSA-4647593;R-HSA-450292;R-HSA-3222533;R-HSA-3223236;R-HSA-3797196;R-HSA-3209160;R-HSA-4647613;R-HSA-5693609"
R-HSA-159230,"Transport of the SLBP Dependant Mature mRNA",1,40,0.003559668950787577,0.9337116392767425,0.9337116392767425,3,3,2.2672309552599758E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-77587;R-HSA-159046;R-HSA-159050"
R-HSA-168271,"Transport of Ribonucleoproteins into the Host Nucleus",1,40,0.003559668950787577,0.9337116392767425,0.9337116392767425,1,4,3.022974607013301E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-168337"
R-HSA-165054,"Rev-mediated nuclear export of HIV RNA",1,40,0.003559668950787577,0.9337116392767425,0.9337116392767425,2,10,7.557436517533253E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-165043;R-HSA-165047"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",3,87,0.007742279967962979,0.933751774313151,0.933751774313151,4,12,9.068923821039903E-4,9606,Homo sapiens,"P17612;Q99996;Q9Y2I6","P17612;Q99996;Q9Y2I6","R-HSA-3000319;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840"
R-HSA-6782135,"Dual incision in TC-NER",2,65,0.005784462045029812,0.934339768269483,0.934339768269483,7,7,5.290205562273277E-4,9606,Homo sapiens,"P62877;P12004","P62877;P12004","R-HSA-6782211;R-HSA-6782131;R-HSA-9684118;R-HSA-6782224;R-HSA-6782141;R-HSA-6782204;R-HSA-6782138"
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",2,65,0.005784462045029812,0.934339768269483,0.934339768269483,12,17,0.001284764207980653,9606,Homo sapiens,"P05412;P04637","P05412;P04637","R-HSA-6796647;R-HSA-6806405;R-HSA-6806413;R-HSA-6806412;R-HSA-6796649;R-HSA-6806408;R-HSA-6806423;R-HSA-6806419;R-HSA-6806417;R-HSA-6806394;R-HSA-6806425;R-HSA-6806392"
R-HSA-8873719,"RAB geranylgeranylation",2,65,0.005784462045029812,0.934339768269483,0.934339768269483,2,5,3.7787182587666263E-4,9606,Homo sapiens,"Q9NP72;P61026","Q9NP72;P61026","R-HSA-8870469;R-HSA-8870466"
R-HSA-1268020,"Mitochondrial protein import",2,65,0.005784462045029812,0.934339768269483,0.934339768269483,5,14,0.0010580411124546554,9606,Homo sapiens,"Q5JRX3;P06576","Q5JRX3;P06576","R-HSA-1268022;R-HSA-1299476;R-HSA-1299482;R-HSA-8986181;R-HSA-1299487"
R-HSA-5358346,"Hedgehog ligand biogenesis",2,65,0.005784462045029812,0.934339768269483,0.934339768269483,3,15,0.001133615477629988,9606,Homo sapiens,"P48556;P07237","P48556;P07237","R-HSA-5362448;R-HSA-5358336;R-HSA-5358340"
R-HSA-421270,"Cell-cell junction organization",2,65,0.005784462045029812,0.934339768269483,0.934339768269483,2,21,0.0015870616686819831,9606,Homo sapiens,"P15151;P14923","P15151;P14923","R-HSA-420593;R-HSA-419002"
R-HSA-74158,"RNA Polymerase III Transcription",1,41,0.003648660674557266,0.9380674023774248,0.9380674023774248,6,25,0.0018893591293833133,9606,Homo sapiens,"P14859","P14859","R-HSA-83793;R-HSA-112054;R-HSA-112152;R-HSA-83803;R-HSA-112156;R-HSA-83791"
R-HSA-749476,"RNA Polymerase III Abortive And Retractive Initiation",1,41,0.003648660674557266,0.9380674023774248,0.9380674023774248,3,13,9.824667472793228E-4,9606,Homo sapiens,"P14859","P14859","R-HSA-112054;R-HSA-112152;R-HSA-112156"
R-HSA-8980692,"RHOA GTPase cycle",6,150,0.013348758565453412,0.9398778663020035,0.9398778663020035,6,6,4.5344619105199517E-4,9606,Homo sapiens,"O00459;O75116;P14923;P61586;Q13464;P27986","O00459;O75116;P14923;P61586;Q13464;P27986","R-HSA-9013004;R-HSA-9013006;R-HSA-9013009;R-HSA-9012835;R-HSA-8980691;R-HSA-8981637"
R-HSA-168333,"NEP/NS2 Interacts with the Cellular Export Machinery",1,42,0.0037376523983269558,0.9421373025315054,0.9421373025315054,1,2,1.5114873035066505E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-168880"
R-HSA-177243,"Interactions of Rev with host cellular proteins",1,42,0.0037376523983269558,0.9421373025315054,0.9421373025315054,4,16,0.0012091898428053204,9606,Homo sapiens,"P35658","P35658","R-HSA-165043;R-HSA-180710;R-HSA-165047;R-HSA-180732"
R-HSA-8878171,"Transcriptional regulation by RUNX1",9,208,0.0185102785440954,0.942177007597345,0.942177007597345,29,132,0.009975816203143894,9606,Homo sapiens,"P07359;O15350;P08514;P24385;Q13547;P48556;P03372;P02776;P08700","P07359;O15350;P08514;P24385;Q13547;P48556;P03372;P02776;P08700","R-HSA-8936584;R-HSA-8937097;R-HSA-8956684;R-HSA-8931981;R-HSA-8932033;R-HSA-8956676;R-HSA-8932037;R-HSA-8937113;R-HSA-8936989;R-HSA-8937118;R-HSA-8957265;R-HSA-8936599;R-HSA-8932076;R-HSA-8936608;R-HSA-8936995;R-HSA-8938981;R-HSA-8932070;R-HSA-8865320;R-HSA-8957241;R-HSA-8937022;R-HSA-8938174;R-HSA-8935730;R-HSA-8935731;R-HSA-8938867;R-HSA-8936628;R-HSA-8932084;R-HSA-8932020;R-HSA-8935732;R-HSA-8932021"
R-HSA-392499,"Metabolism of proteins",116,1946,0.1731778944558156,0.9425504322667612,0.9425504322667612,235,781,0.059023579201934705,9606,Homo sapiens,"P04114;O14791;P04637;P35658;Q07869;P62877;P61026;P07237;P25963;P27487;P56524;Q14697;P49411;P12821;Q08431;Q9BYF1;P15144;P16870;P68104;P48556;P01106;P05186;P06276;Q99519;P06396;P05067;O14556;Q06481;P00450;P05546;Q8NEW0;P10696;P13569;P11940;P19793;P30101;Q8TAD4;Q8NBP7;Q03405;P19823;O76061;P01019;P02743;P03372;Q9BQE4;P09874;P06401;P26358;P23141;O15392;Q13547;P29120;Q13546;Q9UHI8;Q08379;P12004;P04070;P01009;P01008;Q6NXT4;Q16665;P00797;P07225;Q15056;P04279;P08913;P35858;P01042;O75469;O75347;P10275;Q9Y6K1;P00747;P02649;P39023;P02768;P02647;P07550;P02766;P02765;P00742;P61586;Q92769;Q9NP72;O76024;P38435;P37231;P46736;Q00987;P01308;P00734;P08253;P22303;P02751;P01024;Q96IV0;P02671;Q8IWU4;P29274;Q14789;P29275;P16519;P35555;P14735;P02787;P10827;Q9BQQ3;P10828;P0DP23;P06727;Q9Y4R7;P18825;P04150;P08473;P02652;P08235","P04114;O14791;P04637;P35658;Q07869;P62877;P61026;P07237;P25963;P27487;P56524;Q14697;P49411;P12821;Q08431;Q9BYF1;P15144;P16870;P68104;P48556;P01106;P05186;P06276;Q99519;P06396;P05067;O14556;Q06481;P00450;P05546;Q8NEW0;P10696;P13569;P11940;P19793;P30101;Q8TAD4;Q8NBP7;Q03405;P19823;O76061;P10827-2;P01019;P02743;P03372;Q9BQE4;P09874;P06401;P26358;P23141;O15392;Q13547;P29120;Q13546;Q9UHI8;Q08379;P12004;P04070;P01009;P01008;Q6NXT4;Q16665;P00797;P07225;Q15056;P04279;P08913;P35858;P01042;O75347;P10275;Q9Y6K1;P00747;P02649;P39023;P02768;P02647;P07550;P02766;P02765;P00742;P61586;Q92769;Q9NP72;O76024;P38435;P37231;P46736;Q00987;P01308;P00734;P08253;P22303;P02751;P01024;Q96IV0;P02671;Q8IWU4;P29274;Q14789;P29275;P16519;P35555;P14735;O75469-1;P02787;Q9BQQ3;P10828;P0DP23;P06727;Q9Y4R7;P18825;P04150;P08473;P02652;P08235","R-HSA-8956040;R-HSA-9023627;R-HSA-381446;R-HSA-9023626;R-HSA-8956045;R-HSA-5689950;R-HSA-9023617;R-HSA-159752;R-HSA-5696605;R-HSA-4755524;R-HSA-8931974;R-HSA-159757;R-HSA-381461;R-HSA-159762;R-HSA-2022412;R-HSA-548890;R-HSA-159761;R-HSA-2022411;R-HSA-4090408;R-HSA-162836;R-HSA-9023633;R-HSA-5665871;R-HSA-159771;R-HSA-9023632;R-HSA-5692495;R-HSA-8956050;R-HSA-2022405;R-HSA-2022403;R-HSA-4551768;R-HSA-159773;R-HSA-381466;R-HSA-5689972;R-HSA-5689973;R-HSA-5696627;R-HSA-8850594;R-HSA-4090390;R-HSA-5684862;R-HSA-159795;R-HSA-3000348;R-HSA-9023163;R-HSA-159803;R-HSA-381500;R-HSA-381496;R-HSA-9023159;R-HSA-5389842;R-HSA-8956106;R-HSA-9023178;R-HSA-5691411;R-HSA-5389845;R-HSA-159819;R-HSA-5389848;R-HSA-9023171;R-HSA-8956099;R-HSA-9023173;R-HSA-8956103;R-HSA-159826;R-HSA-265301;R-HSA-9023196;R-HSA-3000434;R-HSA-159843;R-HSA-3000399;R-HSA-381537;R-HSA-8956140;R-HSA-5665854;R-HSA-5694527;R-HSA-400492;R-HSA-418925;R-HSA-381545;R-HSA-5694522;R-HSA-3000411;R-HSA-5691439;R-HSA-422021;R-HSA-1799326;R-HSA-4615872;R-HSA-156808;R-HSA-156823;R-HSA-5689539;R-HSA-4615889;R-HSA-156826;R-HSA-157849;R-HSA-4615910;R-HSA-422048;R-HSA-8867370;R-HSA-532667;R-HSA-8932413;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-4655355;R-HSA-1799332;R-HSA-8871494;R-HSA-8870469;R-HSA-9619024;R-HSA-8870466;R-HSA-203973;R-HSA-9614933;R-HSA-6807214;R-HSA-8871506;R-HSA-156907;R-HSA-204008;R-HSA-156908;R-HSA-156909;R-HSA-8956025;R-HSA-156915;R-HSA-8956026;R-HSA-156912;R-HSA-156913;R-HSA-8956031;R-HSA-156923;R-HSA-6786205;R-HSA-6782106;R-HSA-977136;R-HSA-4655431;R-HSA-6781797;R-HSA-6783332;R-HSA-4719424;R-HSA-4616015;R-HSA-4341070;R-HSA-4719448;R-HSA-8955289;R-HSA-8943003;R-HSA-4341073;R-HSA-264976;R-HSA-8943007;R-HSA-4655440;R-HSA-2028294;R-HSA-8955285;R-HSA-4719447;R-HSA-264997;R-HSA-6807877;R-HSA-9010091;R-HSA-6807875;R-HSA-265010;R-HSA-4570493;R-HSA-4084999;R-HSA-9010096;R-HSA-5696872;R-HSA-389956;R-HSA-5173005;R-HSA-390470;R-HSA-977224;R-HSA-389955;R-HSA-8943040;R-HSA-8943041;R-HSA-976734;R-HSA-4656914;R-HSA-5419268;R-HSA-5419269;R-HSA-4341016;R-HSA-437085;R-HSA-976723;R-HSA-8851929;R-HSA-8943080;R-HSA-6783238;R-HSA-4341025;R-HSA-8943083;R-HSA-381798;R-HSA-141671;R-HSA-8952289;R-HSA-141673;R-HSA-4615987;R-HSA-4720446;R-HSA-4719423;R-HSA-4720432;R-HSA-141691;R-HSA-5690159;R-HSA-4341048;R-HSA-5694418;R-HSA-5173192;R-HSA-5694417;R-HSA-5694428;R-HSA-5690843;R-HSA-437129;R-HSA-8956184;R-HSA-5228508;R-HSA-437139;R-HSA-437136;R-HSA-5690827;R-HSA-5696968;R-HSA-5694409;R-HSA-8956200;R-HSA-8952618;R-HSA-5228525;R-HSA-8952620;R-HSA-5228523;R-HSA-4551649;R-HSA-72619;R-HSA-162729;R-HSA-72621;R-HSA-6781897;R-HSA-5694439;R-HSA-8952638;R-HSA-8952639;R-HSA-5694446;R-HSA-901047;R-HSA-4551679;R-HSA-5690856;R-HSA-5694441;R-HSA-976817;R-HSA-5696914;R-HSA-265153;R-HSA-72647;R-HSA-6809006;R-HSA-6809003;R-HSA-265160;R-HSA-2065357;R-HSA-4717461;R-HSA-2065355;R-HSA-6809011;R-HSA-6809010;R-HSA-72671;R-HSA-163810;R-HSA-72673;R-HSA-2022398;R-HSA-8955241;R-HSA-72672;R-HSA-2022399;R-HSA-2022396;R-HSA-8955245;R-HSA-2022393;R-HSA-2997706;R-HSA-8940388;R-HSA-163820;R-HSA-2022383;R-HSA-4551604;R-HSA-159728;R-HSA-159729;R-HSA-2022381;R-HSA-2022378;R-HSA-2022379;R-HSA-159733;R-HSA-72697;R-HSA-9010034;R-HSA-2022368;R-HSA-381435"
R-HSA-428157,"Sphingolipid metabolism",3,91,0.008098246863041737,0.9455857510488126,0.9455857510488126,3,64,0.0048367593712212815,9606,Homo sapiens,"P06280;Q99519;P17405","P06280;Q99519;P17405","R-HSA-1605736;R-HSA-1605724;R-HSA-1605797"
R-HSA-168274,"Export of Viral Ribonucleoproteins from Nucleus",1,43,0.003826644122096645,0.9459400774861347,0.9459400774861347,1,5,3.7787182587666263E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-168880"
R-HSA-5658442,"Regulation of RAS by GAPs",2,69,0.00614042894010857,0.9474768494341291,0.9474768494341291,2,5,3.7787182587666263E-4,9606,Homo sapiens,"P62877;P48556","P62877;P48556","R-HSA-5658430;R-HSA-5658424"
R-HSA-9646399,"Aggrephagy",1,44,0.003915635845866334,0.9494932382781112,0.9494932382781112,10,15,0.001133615477629988,9606,Homo sapiens,"P13569","P13569","R-HSA-9646354;R-HSA-9641127;R-HSA-9646679;R-HSA-9641111;R-HSA-9646390;R-HSA-9641109;R-HSA-9646347;R-HSA-9646383;R-HSA-9646685;R-HSA-9646348"
R-HSA-180910,"Vpr-mediated nuclear import of PICs",1,44,0.003915635845866334,0.9494932382781112,0.9494932382781112,1,2,1.5114873035066505E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-180622"
R-HSA-8948216,"Collagen chain trimerization",1,44,0.003915635845866334,0.9494932382781112,0.9494932382781112,1,28,0.002116082224909311,9606,Homo sapiens,"P12109","P12109","R-HSA-8944247"
R-HSA-5621481,"C-type lectin receptors (CLRs)",7,174,0.015484559935925958,0.9496301155887397,0.9496301155887397,15,68,0.005139056831922612,9606,Homo sapiens,"P17612;P0DP23;P19838;O15530;P48556;O14920;P25963","P17612;P0DP23;P19838;O15530;P48556;O14920;P25963","R-HSA-5660660;R-HSA-5607728;R-HSA-202534;R-HSA-5607731;R-HSA-2730894;R-HSA-2730849;R-HSA-5607742;R-HSA-5660666;R-HSA-5624473;R-HSA-202541;R-HSA-2730872;R-HSA-74448;R-HSA-5660622;R-HSA-5607724;R-HSA-2730867"
R-HSA-5610787,"Hedgehog 'off' state",4,114,0.010145056509744593,0.9496938433984273,0.9496938433984273,12,32,0.0024183796856106408,9606,Homo sapiens,"P17612;P62877;P48556;Q99835","P17612;P62877;P48556;Q99835","R-HSA-5610741;R-HSA-5610742;R-HSA-5610717;R-HSA-5610749;R-HSA-5610745;R-HSA-5610746;R-HSA-5610757;R-HSA-5610758;R-HSA-5610720;R-HSA-5610754;R-HSA-5610760;R-HSA-5610763"
R-HSA-157579,"Telomere Maintenance",3,93,0.008276230310581115,0.9507369516077631,0.9507369516077631,15,34,0.002569528415961306,9606,Homo sapiens,"P49642;P49643;P12004","P49642;P49643;P12004","R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-174451;R-HSA-174448;R-HSA-174452;R-HSA-174427;R-HSA-174456;R-HSA-174425;R-HSA-176702"
R-HSA-2029480,"Fcgamma receptor (FCGR) dependent phagocytosis",7,175,0.015573551659695649,0.9514989335070315,0.9514989335070315,18,42,0.0031741233373639662,9606,Homo sapiens,"O00459;P01619;P12318;P28482;P01599;P80748;P27986","O00459;P01619;P12318;P28482;P01599;P80748;P27986","R-HSA-2197697;R-HSA-2029469;R-HSA-2029467;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-1861621;R-HSA-2029268;R-HSA-2029458;R-HSA-2029459;R-HSA-2029457;R-HSA-2029455;R-HSA-2029452;R-HSA-2029453;R-HSA-2029451;R-HSA-2029449;R-HSA-2029476"
R-HSA-2299718,"Condensation of Prophase Chromosomes",1,45,0.004004627569636023,0.952813149444384,0.952813149444384,2,10,7.557436517533253E-4,9606,Homo sapiens,"P06400","P06400","R-HSA-2288097;R-HSA-2172666"
R-HSA-8854214,"TBC/RABGAPs",1,45,0.004004627569636023,0.952813149444384,0.952813149444384,1,14,0.0010580411124546554,9606,Homo sapiens,"P62330","P62330","R-HSA-8854293"
R-HSA-68949,"Orc1 removal from chromatin",2,71,0.006318412387647949,0.9530666401009102,0.9530666401009102,2,4,3.022974607013301E-4,9606,Homo sapiens,"P62877;P48556","P62877;P48556","R-HSA-68946;R-HSA-68948"
R-HSA-9013423,"RAC3 GTPase cycle",3,94,0.008365222034350805,0.9531386280777295,0.9531386280777295,2,6,4.5344619105199517E-4,9606,Homo sapiens,"O00459;P05556;P27986","O00459;P05556;P27986","R-HSA-9018808;R-HSA-9018806"
R-HSA-163125,"Post-translational modification: synthesis of GPI-anchored proteins",3,94,0.008365222034350805,0.9531386280777295,0.9531386280777295,3,14,0.0010580411124546554,9606,Homo sapiens,"Q03405;P10696;P05186","Q03405;P10696;P05186","R-HSA-162836;R-HSA-162729;R-HSA-8940388"
R-HSA-159231,"Transport of Mature mRNA Derived from an Intronless Transcript",1,46,0.0040936192934057135,0.9559151039942699,0.9559151039942699,3,3,2.2672309552599758E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-158441;R-HSA-77594;R-HSA-158447"
R-HSA-168276,"NS1 Mediated Effects on Host Pathways",1,46,0.0040936192934057135,0.9559151039942699,0.9559151039942699,1,6,4.5344619105199517E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-1176059"
R-HSA-8955332,"Carboxyterminal post-translational modifications of tubulin",1,46,0.0040936192934057135,0.9559151039942699,0.9559151039942699,1,6,4.5344619105199517E-4,9606,Homo sapiens,"Q9Y4R7","Q9Y4R7","R-HSA-8867370"
R-HSA-73929,"Base-Excision Repair, AP Site Formation",1,46,0.0040936192934057135,0.9559151039942699,0.9559151039942699,6,62,0.004685610640870617,9606,Homo sapiens,"P29372","P29372","R-HSA-110240;R-HSA-110248;R-HSA-110251;R-HSA-110250;R-HSA-110239;R-HSA-110238"
R-HSA-2871809,"FCERI mediated Ca+2 mobilization",4,117,0.010412031681053662,0.9561474785508317,0.9561474785508317,6,11,8.313180169286577E-4,9606,Homo sapiens,"P01619;P0DP23;P01599;P80748","P01619;P0DP23;P01599;P80748","R-HSA-2730872;R-HSA-74448;R-HSA-2730888;R-HSA-2730849;R-HSA-2730833;R-HSA-2730867"
R-HSA-212165,"Epigenetic regulation of gene expression",4,117,0.010412031681053662,0.9561474785508317,0.9561474785508317,11,33,0.0024939540507859736,9606,Homo sapiens,"Q92769;Q13547;Q9Y6K1;P26358","Q92769;Q13547;Q9Y6K1;P26358","R-HSA-5334160;R-HSA-5334179;R-HSA-5334151;R-HSA-427409;R-HSA-5334152;R-HSA-427404;R-HSA-5227490;R-HSA-212222;R-HSA-433672;R-HSA-427336;R-HSA-212269"
R-HSA-69275,"G2/M Transition",8,198,0.017620361306398505,0.957760770480427,0.957760770480427,22,78,0.005894800483675937,9606,Homo sapiens,"P17612;Q99996;P49454;P04637;P62877;P48556;Q9Y2I6;Q9BSJ2","P17612;Q99996;P49454;P04637;P62877;P48556;Q9Y2I6;Q9BSJ2","R-HSA-380455;R-HSA-8854052;R-HSA-380294;R-HSA-8854051;R-HSA-8852354;R-HSA-4088441;R-HSA-380303;R-HSA-8853419;R-HSA-8854071;R-HSA-3000319;R-HSA-380311;R-HSA-380272;R-HSA-8852337;R-HSA-8852351;R-HSA-2574845;R-HSA-8853405;R-HSA-8854044;R-HSA-3000310;R-HSA-8854041;R-HSA-380283;R-HSA-8853496;R-HSA-2574840"
R-HSA-159234,"Transport of Mature mRNAs Derived from Intronless Transcripts",1,47,0.004182611017175403,0.95881339348518,0.95881339348518,9,9,6.801692865779928E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-77587;R-HSA-158481;R-HSA-159046;R-HSA-158484;R-HSA-159050;R-HSA-158441;R-HSA-77594;R-HSA-158447;R-HSA-111439"
R-HSA-176033,"Interactions of Vpr with host cellular proteins",1,47,0.004182611017175403,0.95881339348518,0.95881339348518,1,4,3.022974607013301E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-180622"
R-HSA-3214841,"PKMTs methylate histone lysines",1,47,0.004182611017175403,0.95881339348518,0.95881339348518,1,22,0.0016626360338573155,9606,Homo sapiens,"P19838","P19838","R-HSA-8865237"
R-HSA-1236974,"ER-Phagosome pathway",6,160,0.014238675803150308,0.9596430123344732,0.9596430123344732,4,10,7.557436517533253E-4,9606,Homo sapiens,"P02671;P06702;P05109;P48556;O14920;P30101","P02671;P06702;P05109;P48556;O14920;P30101","R-HSA-8863895;R-HSA-8863973;R-HSA-1236935;R-HSA-1236971"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",3,97,0.008632197205659874,0.9597034102174884,0.9597034102174884,8,9,6.801692865779928E-4,9606,Homo sapiens,"P17612;Q99996;Q9Y2I6","P17612;Q99996;Q9Y2I6","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",2,74,0.006585387558957017,0.960397852985854,0.960397852985854,4,6,4.5344619105199517E-4,9606,Homo sapiens,"P48556;P06400","P48556;P06400","R-HSA-9686980;R-HSA-9686969;R-HSA-174105;R-HSA-188191"
R-HSA-9013408,"RHOG GTPase cycle",2,74,0.006585387558957017,0.960397852985854,0.960397852985854,2,6,4.5344619105199517E-4,9606,Homo sapiens,"P05556;P27986","P05556;P27986","R-HSA-9014449;R-HSA-9014434"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",2,74,0.006585387558957017,0.960397852985854,0.960397852985854,3,19,0.001435912938331318,9606,Homo sapiens,"Q14789;P05067","Q14789;P05067","R-HSA-5229132;R-HSA-8874979;R-HSA-5229111"
